Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
119,"S Lee, R Okui, YJ Whang","Doubly robust uniform confidence band for the conditional average treatment effect function",2017,"Journal of Applied Econometrics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2574","https://scholar.google.com/scholar?cites=9592773593346704984&as_sdt=2005&sciodt=2007&hl=en",11,"2026-05-28 08:24:23","","10.1002/jae.2574","",,,,,,119,13.22,40,3,9,"… regression models and two propensity score models. One of … This provides a valid confidence interval for each point of the … a result is an artifact of small sample size. The other issue is …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jae.2574","https://scholar.google.com/scholar?q=related:WIYtKsJgIIUJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
62,"ME Schnitzer, JJ Lok, S Gruber","Variable selection for confounder control, flexible modeling and collaborative targeted minimum loss-based estimation in causal inference",2016,"The international journal of …","degruyterbrill.com","https://www.degruyterbrill.com/document/doi/10.1515/ijb-2015-0017/html","https://scholar.google.com/scholar?cites=7604932170977497760&as_sdt=2005&sciodt=2007&hl=en",12,"2026-05-28 08:24:23","HTML","10.1515/ijb-2015-0017","",,,,,,62,6.20,21,3,10,"… flexible prediction for the propensity score can result in inferior … Simulation: true large-sample and Monte-Carlo-estimated … In small sample size, a small improvement in bias may come …","https://www.degruyterbrill.com/document/doi/10.1515/ijb-2015-0017/html","https://scholar.google.com/scholar?q=related:oNINUIQlimkJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
0,"HSJK Kim","AN APPROXIMATE BAYESIAN INFERENCE USING PROPENSITY SCORE ESTIMATION UNDER UNIT NONRESPONSE",2018,"… and semiparametric methods for handling missing …","search.proquest.com","https://search.proquest.com/openview/a3b67593a32912fe67acdfcd44da132c/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y#page=16","",13,"2026-05-28 08:24:23","","","",,,,,,0,0.00,0,1,8,"… cally matches to the frequentist confidence interval obtained from the … For each Monte Carlo sample, we use the following methods … the frequentist methods under the small sample size. …","https://behost.lib.iastate.edu/DR/uploads/Sang_iastate_0097E_17115.pdf#page=15","https://scholar.google.com/scholar?q=related:5s0dOrEHZEsJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
51,"RA Hughes, JAC Sterne…","Comparison of imputation variance estimators",2016,"Statistical methods in …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0962280214526216","https://scholar.google.com/scholar?cites=583347204873798802&as_sdt=2005&sciodt=2007&hl=en",14,"2026-05-28 08:24:23","","10.1177/0962280214526216","",,,,,,51,5.10,17,3,10,"… For a small sample size (n = 100) Rubin’s multiple imputation, … the Monte Carlo standard error for the true coverage … biased variance estimates and confidence interval coverage when …","https://journals.sagepub.com/doi/pdf/10.1177/0962280214526216","https://scholar.google.com/scholar?q=related:kkQ4LzF3GAgJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
14,"J Ni, K Dasgupta, SR Kahn, D Talbot…","Comparing external and internal validation methods in correcting outcome misclassification bias in logistic regression: a simulation study and application to the case …",2019,"… and Drug Safety","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/pds.4693","https://scholar.google.com/scholar?cites=4484388573189743369&as_sdt=2005&sciodt=2007&hl=en",15,"2026-05-28 08:24:23","","10.1002/pds.4693","",,,,,,14,2.00,3,5,7,"… VTE sensitivity was 0.59 (95% confidence interval, 0.48-0.69) and … /or exposures combined with a small sample size may create a … Additional methods (eg, propensity score54 or Firth …","","https://scholar.google.com/scholar?q=related:CaPL46W_Oz4J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
10,"Y Hagiwara, M Fukuda…","The number of events per confounder for valid estimation of risk difference using modified least-squares regression",2018,"American Journal of …","academic.oup.com","https://academic.oup.com/aje/article-abstract/187/11/2481/5060525","https://scholar.google.com/scholar?cites=3641338249717130131&as_sdt=2005&sciodt=2007&hl=en",16,"2026-05-28 08:24:23","","","",,,,,,10,1.25,3,3,8,"… performance in the confidence interval (28, 29, p. 249). … performance between MLS regression and propensity score … standard error can be biased in a small sample. Further research …","https://academic.oup.com/aje/article-pdf/187/11/2481/26284603/kwy158.pdf","https://scholar.google.com/scholar?q=related:k6NucdihiDIJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
25,"W Luo","Testing mediation effects in cross-classified multilevel data",2017,"Behavior Research Methods","Springer","https://link.springer.com/article/10.3758/s13428-016-0723-3","https://scholar.google.com/scholar?cites=11476675485460095376&as_sdt=2005&sciodt=2007&hl=en",17,"2026-05-28 08:24:23","","10.3758/s13428-016-0723-3","",,,,,,25,2.78,25,1,9,"… for the conditions in which small sample size (eg, 200) was … %), but the Monte Carlo confidence interval dropped to 97 %, … studies, such as propensity score methods. Second, the …","https://link.springer.com/content/pdf/10.3758/s13428-016-0723-3.pdf","https://scholar.google.com/scholar?q=related:kGFISYxXRZ8J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
1,"M Wu, RM Yucel","Model-based inference on average causal effect in observational clustered data",2019,"Health Services and Outcomes Research Methodology","Springer","https://link.springer.com/article/10.1007/s10742-019-00196-2","https://scholar.google.com/scholar?cites=14889889949093706779&as_sdt=2005&sciodt=2007&hl=en",18,"2026-05-28 08:24:23","","10.1007/s10742-019-00196-2","",,,,,,1,0.14,1,2,7,"… outcome estimates through inverse probability weighting (IPW)… We consider two propensity score models for clustered data. … To avoid negative impact due to small sample size, we set a …","","https://scholar.google.com/scholar?q=related:G7xjyASEo84J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
9,"R Porcher, J Jacot, JS Wunder…","Identifying treatment responders using counterfactual modeling and potential outcomes",2019,"Statistical methods in …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0962280218804569","https://scholar.google.com/scholar?cites=12988458437902982082&as_sdt=2005&sciodt=2007&hl=en",19,"2026-05-28 08:24:23","","10.1177/0962280218804569","",,,,,,9,1.29,2,4,7,"… and the coverage probability of the 95% confidence interval. … to quantiles of the propensity score, while insuring that there … responder rates because of the small sample size). Even after …","","https://scholar.google.com/scholar?q=related:wtshKyJGQLQJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
24,"X Qin, G Hong","A weighting method for assessing between-site heterogeneity in causal mediation mechanism",2017,"Journal of Educational and Behavioral …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3102/1076998617694879","https://scholar.google.com/scholar?cites=7241022707816419300&as_sdt=2005&sciodt=2007&hl=en",20,"2026-05-28 08:24:23","","10.3102/1076998617694879","",,,,,,24,2.67,12,2,9,"… We conduct a series of Monte Carlo simulations to assess … generates acceptable confidence interval coverage rates. This … of a relatively small sample size, propensity score models may …","https://files.eric.ed.gov/fulltext/EJ1141194.pdf","https://scholar.google.com/scholar?q=related:5E_vxclHfWQJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
0,"L Li","Safety Effects of Shoulder and Centerline Rumble Strips: A Bayesian Propensity Score Matching Framework",2019,"","search.proquest.com","https://search.proquest.com/openview/cc72d21772de6bd165d5185fc973279b/1?pq-origsite=gscholar&cbl=18750&diss=y","",21,"2026-05-28 08:24:23","BOOK","","",,,,,,0,0.00,0,1,7,"… traditional propensity score matching method in reducing bias … low sample mean or small sample size issues. More advanced … using random numbers is called Monte Carlo integration. …","https://etda.libraries.psu.edu/files/final_submissions/18641","https://scholar.google.com/scholar?q=related:b0WzOOklH2kJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
99,"EO Sills, C de Sassi, P Jagger, K Lawlor…","Building the evidence base for REDD+: Study design and methods for evaluating the impacts of conservation interventions on local well-being",2017,"Global environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S095937801630173X","https://scholar.google.com/scholar?cites=13094937284841779342&as_sdt=2005&sciodt=2007&hl=en",22,"2026-05-28 08:24:23","","","",,,,,,99,11.00,20,5,9,"Climate change mitigation in developing countries is increasingly expected to generate co-benefits that help meet sustainable development goals. This has been an expectation and a …","https://www.sciencedirect.com/science/article/am/pii/S095937801630173X","https://scholar.google.com/scholar?q=related:jjADoxSQurUJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
92,"AP Keil, EJ Daza, SM Engel…","A Bayesian approach to the g-formula",2018,"… methods in medical …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0962280217694665","https://scholar.google.com/scholar?cites=9261158850332583106&as_sdt=2005&sciodt=2007&hl=en",23,"2026-05-28 08:24:23","","10.1177/0962280217694665","",,,,,,92,11.50,23,4,8,"… of sparse data due to small sample size, when the number of … in a general Markov chain Monte Carlo estimation framework. This … , conservative, while confidence interval coverage in the …","https://pmc.ncbi.nlm.nih.gov/articles/PMC5790647/pdf/nihms934348.pdf","https://scholar.google.com/scholar?q=related:wuSJGug-hoAJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
0,"Q Zhou","Bayesian Propensity Score Analysis for Clustered Observational Studies",2018,"","search.proquest.com","https://search.proquest.com/openview/1a469da509b6cc39a626e0b26d88eb94/1?pq-origsite=gscholar&cbl=18750&diss=y","",24,"2026-05-28 08:24:23","","","",,,,,,0,0.00,0,1,8,"… obtained via Markov chain Monte Carlo (MCMC) simulation. Full … number of clusters but small sample size within each cluster (… In terms of confidence interval, however, this violence-…","https://baylor-ir.tdl.org/bitstreams/3caaa078-b4eb-4333-a3d7-3f220a9b821e/download","https://scholar.google.com/scholar?q=related:UAOQYPKMhwcJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
3,"L Wang, Y Lin, JT Chen","Simultaneous inference for treatment regimes",2017,"Communications in Statistics-Theory and …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/03610926.2016.1217017","https://scholar.google.com/scholar?cites=10027103327933922641&as_sdt=2005&sciodt=2007&hl=en",25,"2026-05-28 08:24:23","","10.1080/03610926.2016.1217017","",,,,,,3,0.33,1,3,9,"… In this article, we propose a simultaneous confidence interval … Discussions on the method of propensity score analysis for … pseudosamples to handle the small sample size and adjust for …","","https://scholar.google.com/scholar?q=related:UX2j01ltJ4sJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
66,"JW Bartlett, RH Keogh","Bayesian correction for covariate measurement error: A frequentist evaluation and comparison with regression calibration",2018,"Statistical Methods in Medical …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0962280216667764","https://scholar.google.com/scholar?cites=12772231455604995751&as_sdt=2005&sciodt=2007&hl=en",26,"2026-05-28 08:24:23","","10.1177/0962280216667764","",,,,,,66,8.25,33,2,8,"… is obviated by Markov Chain Monte Carlo (MCMC) methods, … To this end, we present simulation results to examine the … may lead to confidence interval coverage which deviates from …","https://journals.sagepub.com/doi/pdf/10.1177/0962280216667764","https://scholar.google.com/scholar?q=related:p_ZntNYUQLEJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
0,"Q Li","A two-stage pseudo likelihood approach to estimation and inference for alternating recurrent events data",2018,"","iro.uiowa.edu","https://iro.uiowa.edu/view/pdfCoverPage?instCode=01IOWA_INST&filePid=13731052190002771&download=true","",27,"2026-05-28 08:24:23","PDF","","",,,,,,0,0.00,0,1,8,"… bias was reduced by controlling the readmission caused by the same class of disease. Then we conducted propensity score matching … The Monte Carlo simulation studies with 500 trials …","https://iro.uiowa.edu/view/pdfCoverPage?instCode=01IOWA_INST&filePid=13731052190002771&download=true","https://scholar.google.com/scholar?q=related:uVN7svzIW6cJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
24,"ME Schnitzer, RJ Steele, M Bally…","A causal inference approach to network meta-analysis",2016,"Journal of Causal …","degruyterbrill.com","https://www.degruyterbrill.com/document/doi/10.1515/jci-2016-0014/html","https://scholar.google.com/scholar?cites=15921357863966367580&as_sdt=2005&sciodt=2007&hl=en",28,"2026-05-28 08:24:23","HTML","10.1515/jci-2016-0014","",,,,,,24,2.40,6,4,10,"… called the generalized propensity score [26]. Despite the small sample size in standard network … throughout, the smallest standard errors, and near optimal confidence interval coverage. …","https://www.degruyterbrill.com/document/doi/10.1515/jci-2016-0014/html","https://scholar.google.com/scholar?q=related:XF-WT58G9NwJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
0,"FC Turley","Statistical Tests for Confounding",2017,"","search.proquest.com","https://search.proquest.com/openview/0fb5756424087e31ef291b1d9812f594/1?pq-origsite=gscholar&cbl=18750","",29,"2026-05-28 08:24:23","","","",,,,,,0,0.00,0,1,9,"… indicate performance of a particular propensity score method … A Monte Carlo simulation showed PSA covariate adjustment … Based upon simulation size, a 95% confidence interval for the …","https://digitalcommons.library.uab.edu/cgi/viewcontent.cgi?article=4173&context=etd-collection","https://scholar.google.com/scholar?q=related:wsuDKz1_Ac4J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2019"
