Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
38,"X Qin, L Wang","Causal moderated mediation analysis: Methods and software",2024,"Behavior research methods","Springer","https://link.springer.com/article/10.3758/s13428-023-02095-4","https://scholar.google.com/scholar?cites=9169323792987419313&as_sdt=2005&sciodt=2007&hl=en",15,"2026-05-28 08:30:41","","10.3758/s13428-023-02095-4","",,,,,,38,19.00,19,2,2,"… an extension of a propensity score-based weighting strategy … , and the 95% confidence interval coverage rates of the … is slightly higher at a small sample size when both the mediator and …","https://files.eric.ed.gov/fulltext/ED645377.pdf","https://scholar.google.com/scholar?q=related:sXKNl2j7P38J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
2,"S Sharghi, K Stoll, W Ning","Statistical inferences for missing response problems based on modified empirical likelihood",2024,"Statistical Papers","Springer","https://link.springer.com/article/10.1007/s00362-024-01553-1","https://scholar.google.com/scholar?cites=567416290106097228&as_sdt=2005&sciodt=2007&hl=en",16,"2026-05-28 08:30:41","","10.1007/s00362-024-01553-1","",,,,,,2,1.00,1,3,2,"… even under small sample size (see simulation studies). … We have assumed the propensity score to be the logistic … confidence interval method for the AEL solution in this section. …","https://pmc.ncbi.nlm.nih.gov/articles/PMC11483483/","https://scholar.google.com/scholar?q=related:TD6LCxze3wcJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
0,"S Wastvedt","Fairness estimation for small and intersecting subgroups in clinical applications",2024,"","search.proquest.com","https://search.proquest.com/openview/a82d2e2b6ec7cf3379c144efa6c07432/1?pq-origsite=gscholar&cbl=18750&diss=y","",17,"2026-05-28 08:30:41","","","",,,,,,0,0.00,0,1,2,"… inverse probability weighting using three propensity score … subgroups was hampered by small sample size, as indicated … group, although the confidence interval for this group covers the …","https://conservancy.umn.edu/bitstreams/bad1b885-dbbd-4319-8e97-7f1f675a8aab/download","https://scholar.google.com/scholar?q=related:nfkrIkt0nWUJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
0,"W Xiong","Bayesian Nonparametric Methods for Randomized Clinical Trials and Observational Studies",2024,"","search.proquest.com","https://search.proquest.com/openview/c86620c52e2141cfd809b4b26ef7e9f9/1?pq-origsite=gscholar&cbl=18750&diss=y","",18,"2026-05-28 08:30:41","","","",,,,,,0,0.00,0,1,2,"… A model with a small sample size and a rare binary outcome … this situation to ensure a nominal confidence interval and … They proposed a GEE method weighted by a propensity score …","https://rucore.libraries.rutgers.edu/rutgers-lib/73076/PDF/1/play/","https://scholar.google.com/scholar?q=related:eRDFUP3KDcMJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
5,"X Liu, F Liu, L Miller-Graff, KH Howell…","Causal inference for treatment effects in partially nested designs.",2024,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/record/2023-63337-001","https://scholar.google.com/scholar?cites=1003297805406727156&as_sdt=2005&sciodt=2007&hl=en",19,"2026-05-28 08:30:41","","","",,,,,,5,2.50,1,5,2,"… Our simulation studies demonstrated that both the outcome … b1 (eg, hypothesis testing and confidence interval [CI]) can be … zero, which could be due to the relatively small sample size of …","https://psycnet.apa.org/manuscript/2023-63337-001.pdf","https://scholar.google.com/scholar?q=related:9Gsyzwlu7A0J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
3,"M Wank, S Medley, RN Tamura, TM Braun…","A partially randomized patient preference, sequential, multiple‐assignment, randomized trial design analyzed via weighted and replicated frequentist and Bayesian …",2024,"Statistics in …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/sim.10276","https://scholar.google.com/scholar?cites=13680847790838616860&as_sdt=2005&sciodt=2007&hl=en",20,"2026-05-28 08:30:41","","10.1002/sim.10276","",,,,,,3,1.50,1,5,2,"… [20] proposed a new method utilizing propensity score … the performance of our method under various simulation … We estimate our parameters using Markov Chain Monte Carlo (MCMC), …","","https://scholar.google.com/scholar?q=related:HJMf35Qi3L0J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
11,"B Cho, Y Mukhin, K Gan…","Kernel debiased plug-in estimation: Simultaneous, automated debiasing without influence functions for many target parameters",2024,"Proceedings of machine …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC11359899/","https://scholar.google.com/scholar?cites=16609824248463258689&as_sdt=2005&sciodt=2007&hl=en",21,"2026-05-28 08:30:41","HTML","","",,,,,,11,5.50,3,4,2,"… to estimation can achieve optimal performance under minimal assumptions on … In Section 2.2, we introduce plug-in bias and provide the … The true DGP in our simulation is given below: …","https://pmc.ncbi.nlm.nih.gov/articles/PMC11359899/","https://scholar.google.com/scholar?q=related:QXRSvybzgeYJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
2,"C Zhang, M Nigo, S Patel, D Yu, E Septimus…","Use of Real-World EMR Data to Rapidly Evaluate Treatment Effects of Existing Drugs for Emerging Infectious Diseases: Remdesivir for COVID-19 Treatment as an …",2024,"Statistics in Biosciences","Springer","https://link.springer.com/article/10.1007/s12561-023-09411-8","https://scholar.google.com/scholar?cites=12406428474576970179&as_sdt=2005&sciodt=2007&hl=en",22,"2026-05-28 08:30:41","","10.1007/s12561-023-09411-8","",,,,,,2,1.00,0,6,2,"… all the bias due to many factors, including sampling bias and … excluded due to the small sample size of these patients in our … propensity score matching, IPTW, and the propensity score …","","https://scholar.google.com/scholar?q=related:w6FzLvd8LKwJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
0,"Z Hattab","Essays on exploring heterogeneity in effectiveness and cost-effectiveness in health applications using a machine learning approach",2024,"","researchrepository …","https://researchrepository.universityofgalway.ie/entities/publication/f49e42ad-a3a0-455d-b28c-eaf8e63836f9","",23,"2026-05-28 08:30:41","","","",,,,,,0,0.00,0,1,2,"… to biased estimates. Additionally, it is necessary to ensure that different treatment groups are comparable which requires a positive propensity score … Monte Carlo simulation results. The …","https://researchrepository.universityofgalway.ie/bitstreams/55707342-fabc-4172-93e5-17120f55298c/download","https://scholar.google.com/scholar?q=related:TzP-6dHb4I8J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
6,"SH Lee, J Jo, JH Yang, SM Kim…","Clinical Impact of Sarcopenia Screening on Long‐Term Mortality in Patients Undergoing Coronary Bypass Grafting",2024,"Journal of Cachexia …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jcsm.13645","https://scholar.google.com/scholar?cites=13445160404169251212&as_sdt=2005&sciodt=2007&hl=en",24,"2026-05-28 08:30:41","","10.1002/jcsm.13645","",,,,,,6,3.00,1,5,2,"… was limited by the small sample size and the heterogeneity of … performed using the propensity score from a multivariable … using Markov-chain Monte Carlo Gibbs sampling. The prior …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcsm.13645","https://scholar.google.com/scholar?q=related:jNmn7ibOlroJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
17,"J Zhang, SG Dashti, JB Carlin, KJ Lee…","Recoverability and estimation of causal effects under typical multivariable missingness mechanisms",2024,"Biometrical …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/bimj.202200326","https://scholar.google.com/scholar?cites=16994688052054395442&as_sdt=2005&sciodt=2007&hl=en",25,"2026-05-28 08:30:41","","10.1002/bimj.202200326","",,,,,,17,8.50,3,5,2,"… describe a simulation study to assess the performance of CCA … bias and variance of the 2000 estimates; and the coverage … The MI-RF method was biased across all the simulation …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/bimj.202200326","https://scholar.google.com/scholar?q=related:MgpH271C2esJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
1,"Y Li","Toward Robust and Transparent Estimation of the Effects of Time-dependent Interventions",2024,"","search.proquest.com","https://search.proquest.com/openview/44275a2e43dcab4c60f4b82b34cb44c4/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=13763338278156184523&as_sdt=2005&sciodt=2007&hl=en",26,"2026-05-28 08:30:41","BOOK","","",,,,,,1,0.50,1,1,2,"… the g-computation formula, inverse probability weighting (IPW), … distribution overlap or small sample size. These weights can … A key property of the inverse propensity score we would like …","https://search.proquest.com/openview/44275a2e43dcab4c60f4b82b34cb44c4/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:yysJIT4zAb8J:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
2,"J Shi","Advanced Biostatistical Machine Learning for Complex Biomedical Data: Causal Dose-Response Curve Estimation, ICU EHR Bias and Missing Data Evaluation, and …",2024,"","search.proquest.com","https://search.proquest.com/openview/97da33da1e96d7860769d4a699af3a97/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=781661984265742453&as_sdt=2005&sciodt=2007&hl=en",27,"2026-05-28 08:30:41","","","",,,,,,2,1.00,2,1,2,"… confidence intervals, even in small sample sizes. Chapter 2 … , EY (a), Monte Carlo simulations were conducted for each of … bias, mean squared error (MSE), and confidence interval (CI) …","https://escholarship.org/content/qt41g2m9rz/qt41g2m9rz.pdf","https://scholar.google.com/scholar?q=related:dSiW6m4F2QoJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
1,"S Lee, Z Wood-Doughty","Controlling for Unobserved Confounding with Large Language Model Classification of Patient Smoking Status",2024,"arXiv preprint arXiv:2411.03004","arxiv.org","https://arxiv.org/abs/2411.03004","https://scholar.google.com/scholar?cites=2997571320248166837&as_sdt=2005&sciodt=2007&hl=en",28,"2026-05-28 08:30:41","","","",,,,,,1,0.50,1,2,2,"… The 95% confidence interval from this bootstrap alone is … due to random variability within the small sample size. Across both … We leave for future work simulation studies and theoretical …","https://arxiv.org/pdf/2411.03004","https://scholar.google.com/scholar?q=related:tWlK5DuDmSkJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
0,"OMA Saqer","EXPLORING THE CAPACITY AND PERFORMANCE OF SUPERVISED LEARNING METHODS FOR LABEL CLASSIFICATION IN CAUSAL INFERENCE: A …",2024,"","repository.najah.edu","https://repository.najah.edu/bitstreams/061527cf-c81b-4655-b588-4b2aa5325c19/download","",29,"2026-05-28 08:30:41","PDF","","",,,,,,0,0.00,0,1,2,"… In chapter 3, we present the results of simulation studies and … where ei(x) is the propensity score estimated by regressing … led us to estimate using Monte Carlo and to carefully choose …","https://repository.najah.edu/bitstreams/061527cf-c81b-4655-b588-4b2aa5325c19/download","https://scholar.google.com/scholar?q=related:ifW5eNqJ0ksJ:scholar.google.com/&scioq=%22propensity+score%22+%22small+sample%22+bias+variance+simulation%7C%22propensity+score+matching%22+%22small+sample+size%22+performance+%22monte+carlo%22%7C%22inverse+probability+weighting%22+%22small+sample%22+coverage+%22confidence+interval%22&hl=en&as_sdt=2007&as_ylo=2024&as_yhi=2024"
